content,score
"ketika saya ingin melihat khs, kok gabisa bisa ya? saya klik menu khs aplikasi malah mengulang ke menu home. mohon solusinya",positive
bagus,positive
good,positive
"4 email sudah terdaftar, namun tidak bisa dibuka.. sudah menggunakan lupa sandi, kode tidak pernah masuk ke email.. saran : untuk mempermudah tolong pake nomor hp aja untuk mendaftar.. terimakasih",negative
"ditunggu untuk fitur"" menarik lainnya",positive
"gk bisa login padahal saya udh daftar, rata rata saya baca ulasannya kendalanya itu semua. padahal dalam waktu dekat ini saya mau lihat nilai kulia h tolong fast respon yaa kak",negative
udah nyaman dpake gak kyak dlu lgi,positive
kenapa verifikasi emailnya lambat ? apa karena banyak yg akses ??,negative
tah apa apa,negative
Email sudah di daftar. Akan tetapi tidak bisa login. Gmn ini,negative
"Terimakasih edLink, akhirnya saya bisa login.",positive
bikin nyusahin aja ni aplikasi... verifikasi aja susahnya minta ampun... gak berguna... dosa apa Kampus gue kerja sama ini aplikasi.. unfaedah..,negative
"tidak bisa login kk, padahal email-nya sudah benar, tolong solusinya kk",negative
bagus,positive
bagus,positive
"bagus, sangat membantu sekali",positive
"the best aplikasi,cepat dan mudah",positive
👍,positive
saya sangat suka sekali,positive
Oke.. Fix update dan sudah ada perbaikan.. Trims admin..,positive
Ok,positive
saya gabisa login nih.,negative
🤩,positive
Bagus,positive
"Keren,, Sangat Membantu",positive
baik,positive
GAK BISA LOG IN . UDAH GANTI EMAIL TETEP GABISA MASUK,negative
Keren aplikasinya,positive
saya tidak bisa add kampus baru? bagaimana caranya?,negative
good,positive
aplikasi goblok,negative
tidak bisa login,negative
bagaimana caranya masuk kmbali ke email yang lma dan sandi yg lma yg brhubungan dengan siakad kok gk bisa,positive
"mau masuk ke edlink nya gg bisa terus, padahal udh sampe bkin email baru ttep aja gg bisa",positive
bagus,negative
Kereen. terus berkembang ya..,positive
mantap jiwa... terima kasih sevima....,positive
"Terima kasih Edlink... dengan aplikasi ini, kampus kami sekarang jadi mudah interaksi antara dosen dengan mahasiswa.",positive
bagus,negative
sevima memang mantap...,positive
nama kampus saya nggak ada,negative
good app,positive
"Tidak bisa login, meskipun akun sudah verifikasi",negative
alhamdulillah aplikasinya sangat membantu dosen dan mahasiswa.,positive
Sangat membantu proses belajar mengajar dan penelusuran informasi. (Revolusi Indistri 4.O),positive
Bagus Untuk Digunakan,positive
bagus digunakan dgn mudahnya,positive
Lumayan baik,positive
force close,negative
kenapa tao bisa login walapun sudah terverfikasi???,negative
"Aplikasi pendidikan masa depan, sangat bermanfaat",positive
👍👍,positive
perguruan tinggi saya tdk ada,negative
Mantap euy..,positive
Setiap mau buka edlink keluar terus. tolong lbih ditingkatkn lagi,negative
sangat membantu kami di akademik,positive
Terimakasih. aplikasinya sangat bagus untuk keperluan administrasi d Perguruan Tinggi di seluruh Indonesia.,positive
Kami sedang mendorong penggunaan nya di kampus kami,positive
Masih eror pas buka krs,negative
Kenapa selalu force close saat mau download document / file yg di share di grup?,negative
Take it easy,positive
"Bermanfaat, semoga semakin akurat",negative
Mantap,positive
Sevima makin mantap,positive
"Akademik jadi lebih flexible dan komunikatif,mantap",positive
Cukup membantu mahasiswa dalam bidang pendidikan dan pelatihan.,positive
Aplikasi sangat membantu proses kuliah,positive
Cukup membantu....,positive
"Terimakasih sudah sangat membantu dan memudahkan lembaga dan mahasiswa 
dalam melancarkan administrasi.",positive
"Sangat membantu, semoga makin ditingkatkan utk lebih baik lagi",positive
"Saya bingun kenapa Aplikasinya klo kita cek KRS tidak bisa langsung kembali 
ke menu halama, tolong tanggapannya. Trims.",negative
suka,positive
Mantepp dengan update terbaruu semakin banyak fitur,positive
Boleh gak apk nih di perbarui dan diperbanyak konten pelajaran y,positive
bagus,positive
Saya bingung sama Aplikasi Pendidikan ini. Kenapa kalau buka Sevima edlink harus masuk lagi (log in) dan menyuruh untuk ganti kata sandi ?. padahal kata sandinya sudah benar. Ini bagaimana ya solusinya ?. Untuk Develover Aplikasi ini tolong secepatnya perbaiki bugnya. Karena Bugnya sangat menjengkelkan.,negative
bagus sekali. mempermudah penyampaian perkuliahan kepada mahasiswa.,positive
Love it,positive
Oke,positive
Cara ngapus chatnya gimana? ga ada ya? banyak chat yg gapenting,negative
Apakah untuk gofedder nya sudah berjalan dengan baik atau belum,positive
"Tolong kenapa saya mau join kelas,aplikasi selalu tertutup,mohon diperbaiki",negative
Bagus tpi kok forceclose yah stelah seminggu dipakai,positive
Apa ini hanya untuk dosen saja?bagaimana untuk guru smk/sma?pas mau daftar ko yg ada hanya sbg mahasiswa dan dosen saja...,positive
Coba dulu,negative
"sangat bermanfaat sekali. masukan dari saya, pada saat mengetik panjang di kolom komentar atau di text area rasanya kurang nyaman jika tidak bisa melihat text keseluruhan yang sedang diketik 👍👍👍👍👍",positive
Sangat bermanfaat untuk menunjang proses perkuliahan,positive
